,sentence_text,tokens,profession,g,profession_first_index,g_first_index,predicted gender,stereotype,distance,num_of_pronouns,corpus,data_index
21045,"The Chronicle of George Sphrantzes records the author himself arriving in Lesbos Island on December 6 , 1440 to negotiate for the hand of Caterina .","['The', 'Chronicle', 'of', 'George', 'Sphrantzes', 'records', 'the', 'author', 'himself', 'arriving', 'in', 'Lesbos', 'Island', 'on', 'December', '6', ',', '1440', 'to', 'negotiate', 'for', 'the', 'hand', 'of', 'Caterina', '.']",author,himself,7,8,male,-1,1,1,wikipedia,10
21046,"Mason 's agent got him an audition with "" Neighbours "" and he originally read for the role of Andrew Robinson .","['Mason', ""'s"", 'agent', 'got', 'him', 'an', 'audition', 'with', '""', 'Neighbours', '""', 'and', 'he', 'originally', 'read', 'for', 'the', 'role', 'of', 'Andrew', 'Robinson', '.']",agent,he,2,12,male,-1,10,2,wikipedia,11
21047,"The scenario , characters , and even character names and specific scenes are often identical , but "" Black Thunder "" writer William C. Martell did not receive credit for his original screenplay , instead receiving only a "" special thanks "" at the end of the credits .","['The', 'scenario', ',', 'characters', ',', 'and', 'even', 'character', 'names', 'and', 'specific', 'scenes', 'are', 'often', 'identical', ',', 'but', '""', 'Black', 'Thunder', '""', 'writer', 'William', 'C.', 'Martell', 'did', 'not', 'receive', 'credit', 'for', 'his', 'original', 'screenplay', ',', 'instead', 'receiving', 'only', 'a', '""', 'special', 'thanks', '""', 'at', 'the', 'end', 'of', 'the', 'credits', '.']",writer,his,21,30,male,-1,9,1,wikipedia,15
21048,"Irish Times "" writer Martin Doyle featured McKee in his article "" Best of Irish : 10 rising stars of Irish writing "" .","['Irish', 'Times', '""', 'writer', 'Martin', 'Doyle', 'featured', 'McKee', 'in', 'his', 'article', '""', 'Best', 'of', 'Irish', ':', '10', 'rising', 'stars', 'of', 'Irish', 'writing', '""', '.']",writer,his,3,9,male,-1,6,1,wikipedia,15
21049,"Although in 1904 a person could still claim "" mudlark "" as his occupation , it seems to have been no longer viewed as an acceptable or lawful pursuit .","['Although', 'in', '1904', 'a', 'person', 'could', 'still', 'claim', '""', 'mudlark', '""', 'as', 'his', 'occupation', ',', 'it', 'seems', 'to', 'have', 'been', 'no', 'longer', 'viewed', 'as', 'an', 'acceptable', 'or', 'lawful', 'pursuit', '.']",person,his,4,12,male,-1,8,1,wikipedia,14
21050,"In his 2008 review of the 7th edition for Dr. Dobb 's Journal , author Mike Riley compared the coverage afforded by the book to a combination of the Vim online documentation and O'Reilly 's "" vi Editor Pocket Reference "" .","['In', 'his', '2008', 'review', 'of', 'the', '7th', 'edition', 'for', 'Dr.', 'Dobb', ""'s"", 'Journal', ',', 'author', 'Mike', 'Riley', 'compared', 'the', 'coverage', 'afforded', 'by', 'the', 'book', 'to', 'a', 'combination', 'of', 'the', 'Vim', 'online', 'documentation', 'and', ""O'Reilly"", ""'s"", '""', 'vi', 'Editor', 'Pocket', 'Reference', '""', '.']",author,his,14,1,male,-1,13,1,wikipedia,15
21051,"However , the present author has had his attention drawn to some that are rather similar and the approach of Kumar [ 33 ] appears to particularly akin , especially in regard to distributions of expected values and use of weighting .","['However', ',', 'the', 'present', 'author', 'has', 'had', 'his', 'attention', 'drawn', 'to', 'some', 'that', 'are', 'rather', 'similar', 'and', 'the', 'approach', 'of', 'Kumar', '[', '33', ']', 'appears', 'to', 'particularly', 'akin', ',', 'especially', 'in', 'regard', 'to', 'distributions', 'of', 'expected', 'values', 'and', 'use', 'of', 'weighting', '.']",author,his,4,7,male,-1,3,1,covid19,17
21052,It was illustrated by the author himself .,"['It', 'was', 'illustrated', 'by', 'the', 'author', 'himself', '.']",author,himself,5,6,male,-1,1,1,wikipedia,10
21053,Concluding from results of more than 60 successful modified Vecchietti procedures the author recommends his own procedure .,"['Concluding', 'from', 'results', 'of', 'more', 'than', '60', 'successful', 'modified', 'Vecchietti', 'procedures', 'the', 'author', 'recommends', 'his', 'own', 'procedure', '.']",author,his,12,14,male,-1,2,1,pubmed,17
21054,"As a result , the person who catches a home run ball would generally be required to include the value of the ball in income in the year in which the catch took place , whether or not the person sold the ball and whether or not he gave it back to the player or the team .","['As', 'a', 'result', ',', 'the', 'person', 'who', 'catches', 'a', 'home', 'run', 'ball', 'would', 'generally', 'be', 'required', 'to', 'include', 'the', 'value', 'of', 'the', 'ball', 'in', 'income', 'in', 'the', 'year', 'in', 'which', 'the', 'catch', 'took', 'place', ',', 'whether', 'or', 'not', 'the', 'person', 'sold', 'the', 'ball', 'and', 'whether', 'or', 'not', 'he', 'gave', 'it', 'back', 'to', 'the', 'player', 'or', 'the', 'team', '.']",person,he,39,47,male,-1,8,1,wikipedia,11
21055,"In 1999 , Trades Union Congress ( TUC ) general secretary John Monks appointed him to his first Task Group looking at the implications of the Stephen Lawrence report for trade unions .","['In', '1999', ',', 'Trades', 'Union', 'Congress', '(', 'TUC', ')', 'general', 'secretary', 'John', 'Monks', 'appointed', 'him', 'to', 'his', 'first', 'Task', 'Group', 'looking', 'at', 'the', 'implications', 'of', 'the', 'Stephen', 'Lawrence', 'report', 'for', 'trade', 'unions', '.']",secretary,his,10,16,male,-1,6,2,wikipedia,15
21056,"Was tagged as a A7 speedy , but I agree with the person who contested the speedy and said that if he was involved in a scandal , he should have a page .","['Was', 'tagged', 'as', 'a', 'A7', 'speedy', ',', 'but', 'I', 'agree', 'with', 'the', 'person', 'who', 'contested', 'the', 'speedy', 'and', 'said', 'that', 'if', 'he', 'was', 'involved', 'in', 'a', 'scandal', ',', 'he', 'should', 'have', 'a', 'page', '.']",person,he,12,28,male,-1,16,2,wikipedia,4
21057,"In his 2015 book "" Runaway Radical "" , author Jonathan Hollingsworth identifies Bradley as the first to identify a new kind of evangelical legalism , in which young people feel compelled to enact their devotion to the Gospel by such radical acts as giving away all of their possessions , or dropping out of university to dedicate their lives to serving the poor .","['In', 'his', '2015', 'book', '""', 'Runaway', 'Radical', '""', ',', 'author', 'Jonathan', 'Hollingsworth', 'identifies', 'Bradley', 'as', 'the', 'first', 'to', 'identify', 'a', 'new', 'kind', 'of', 'evangelical', 'legalism', ',', 'in', 'which', 'young', 'people', 'feel', 'compelled', 'to', 'enact', 'their', 'devotion', 'to', 'the', 'Gospel', 'by', 'such', 'radical', 'acts', 'as', 'giving', 'away', 'all', 'of', 'their', 'possessions', ',', 'or', 'dropping', 'out', 'of', 'university', 'to', 'dedicate', 'their', 'lives', 'to', 'serving', 'the', 'poor', '.']",author,his,9,1,male,-1,8,1,wikipedia,15
21058,"Maryland where the Supreme Court held that `` a person has no legitimate expectation of privacy in information he voluntarily turns over to third parties , '' and that the users of third party services are aware that they are conveying their information to the companies in order for the service to work .","['Maryland', 'where', 'the', 'Supreme', 'Court', 'held', 'that', '`', '`', 'a', 'person', 'has', 'no', 'legitimate', 'expectation', 'of', 'privacy', 'in', 'information', 'he', 'voluntarily', 'turns', 'over', 'to', 'third', 'parties', ',', ""''"", 'and', 'that', 'the', 'users', 'of', 'third', 'party', 'services', 'are', 'aware', 'that', 'they', 'are', 'conveying', 'their', 'information', 'to', 'the', 'companies', 'in', 'order', 'for', 'the', 'service', 'to', 'work', '.']",person,he,10,19,male,-1,9,1,wikipedia,4
21059,"The character was picked up by Marvel Comics in the 1970s for its series "" Creatures on the Loose "" which saw some of Carter 's stories adapted , as well as the author himself contributing to later issues .","['The', 'character', 'was', 'picked', 'up', 'by', 'Marvel', 'Comics', 'in', 'the', '1970s', 'for', 'its', 'series', '""', 'Creatures', 'on', 'the', 'Loose', '""', 'which', 'saw', 'some', 'of', 'Carter', ""'s"", 'stories', 'adapted', ',', 'as', 'well', 'as', 'the', 'author', 'himself', 'contributing', 'to', 'later', 'issues', '.']",author,himself,33,34,male,-1,1,1,wikipedia,10
21060,At the last minute the secretary of the Confederate navy and an admiral arrive and mention that he will be taking a prisoner on board .,"['At', 'the', 'last', 'minute', 'the', 'secretary', 'of', 'the', 'Confederate', 'navy', 'and', 'an', 'admiral', 'arrive', 'and', 'mention', 'that', 'he', 'will', 'be', 'taking', 'a', 'prisoner', 'on', 'board', '.']",secretary,he,5,17,male,-1,12,1,wikipedia,4
21061,He is the teacher and example of humanity ; his whole life and suffering as well as his work after he is exalted serve this end .,"['He', 'is', 'the', 'teacher', 'and', 'example', 'of', 'humanity', ';', 'his', 'whole', 'life', 'and', 'suffering', 'as', 'well', 'as', 'his', 'work', 'after', 'he', 'is', 'exalted', 'serve', 'this', 'end', '.']",teacher,his,3,9,male,-1,6,4,wikipedia,20
21062,"During his tenure at Frösö "" trivialskola "" ( elementary school ) , his teacher deemed him advanced enough to continue directly to Uppsala University .","['During', 'his', 'tenure', 'at', 'Frösö', '""', 'trivialskola', '""', '(', 'elementary', 'school', ')', ',', 'his', 'teacher', 'deemed', 'him', 'advanced', 'enough', 'to', 'continue', 'directly', 'to', 'Uppsala', 'University', '.']",teacher,his,14,1,male,-1,13,3,wikipedia,14
21063,"In this travelogue through Immunology , an overview is presented on studies by the author and his colleagues .","['In', 'this', 'travelogue', 'through', 'Immunology', ',', 'an', 'overview', 'is', 'presented', 'on', 'studies', 'by', 'the', 'author', 'and', 'his', 'colleagues', '.']",author,his,14,16,male,-1,2,1,pubmed,20
21064,"In one instance , a teacher spanked his bare buttocks in class , which Aucoin later regarded as sexual abuse .","['In', 'one', 'instance', ',', 'a', 'teacher', 'spanked', 'his', 'bare', 'buttocks', 'in', 'class', ',', 'which', 'Aucoin', 'later', 'regarded', 'as', 'sexual', 'abuse', '.']",teacher,his,5,7,male,-1,2,1,wikipedia,21
21065,"This , despite the fact that Sundin 's agent mentioned his player "" was n't close "" to making a decision on his future , and was strongly considering retirement .","['This', ',', 'despite', 'the', 'fact', 'that', 'Sundin', ""'s"", 'agent', 'mentioned', 'his', 'player', '""', 'was', ""n't"", 'close', '""', 'to', 'making', 'a', 'decision', 'on', 'his', 'future', ',', 'and', 'was', 'strongly', 'considering', 'retirement', '.']",agent,his,8,10,male,-1,2,2,wikipedia,21
21066,The pharmacist and his staff are active players in providing advice on ocular diseases and taking care of patients .,"['The', 'pharmacist', 'and', 'his', 'staff', 'are', 'active', 'players', 'in', 'providing', 'advice', 'on', 'ocular', 'diseases', 'and', 'taking', 'care', 'of', 'patients', '.']",pharmacist,his,1,3,male,-1,2,1,pubmed,20
21067,The learned person who does not use this knowledge can not distance himself from the common people .,"['The', 'learned', 'person', 'who', 'does', 'not', 'use', 'this', 'knowledge', 'can', 'not', 'distance', 'himself', 'from', 'the', 'common', 'people', '.']",person,himself,2,12,male,-1,10,1,wikipedia,3
21068,"In his 2011 book "" The Twisted Worlds of Philip K. Dick "" , author Umberto Rossi analyzed Hubbard 's story and called it a parody intended to spoof the experiences of hack writers .","['In', 'his', '2011', 'book', '""', 'The', 'Twisted', 'Worlds', 'of', 'Philip', 'K.', 'Dick', '""', ',', 'author', 'Umberto', 'Rossi', 'analyzed', 'Hubbard', ""'s"", 'story', 'and', 'called', 'it', 'a', 'parody', 'intended', 'to', 'spoof', 'the', 'experiences', 'of', 'hack', 'writers', '.']",author,his,14,1,male,-1,13,1,wikipedia,15
21069,"Each side clerk studied under a sworn clerk for five years before practising himself , although under the sworn clerk 's name .","['Each', 'side', 'clerk', 'studied', 'under', 'a', 'sworn', 'clerk', 'for', 'five', 'years', 'before', 'practising', 'himself', ',', 'although', 'under', 'the', 'sworn', 'clerk', ""'s"", 'name', '.']",clerk,himself,2,13,male,-1,11,1,wikipedia,3
21070,"We are unable to explain how their author , holder of a degree in medicine , could bring himself to carry them out ... ""","['We', 'are', 'unable', 'to', 'explain', 'how', 'their', 'author', ',', 'holder', 'of', 'a', 'degree', 'in', 'medicine', ',', 'could', 'bring', 'himself', 'to', 'carry', 'them', 'out', '...', '""']",author,himself,7,18,male,-1,11,1,wikipedia,3
21071,"A student of Alfred Cortot , Delvallée prepared his licence for concert at the École normale de musique de Paris .","['A', 'student', 'of', 'Alfred', 'Cortot', ',', 'Delvallée', 'prepared', 'his', 'licence', 'for', 'concert', 'at', 'the', 'École', 'normale', 'de', 'musique', 'de', 'Paris', '.']",student,his,1,8,male,-1,7,1,wikipedia,21
21072,""" The Times "" published a list of leading supporters for each candidate on 27 June 1860 , noting that many people were not declaring support for either "" since they wish to see whether any person of real eminence announces himself from India "" .","['""', 'The', 'Times', '""', 'published', 'a', 'list', 'of', 'leading', 'supporters', 'for', 'each', 'candidate', 'on', '27', 'June', '1860', ',', 'noting', 'that', 'many', 'people', 'were', 'not', 'declaring', 'support', 'for', 'either', '""', 'since', 'they', 'wish', 'to', 'see', 'whether', 'any', 'person', 'of', 'real', 'eminence', 'announces', 'himself', 'from', 'India', '""', '.']",person,himself,36,41,male,-1,5,1,wikipedia,3
21073,"In Hasidic philosophy parallels are drawn between the redemption from exile and the personal redemption achieved when a person refines his character traits , although there is no source for this in the Talmud .","['In', 'Hasidic', 'philosophy', 'parallels', 'are', 'drawn', 'between', 'the', 'redemption', 'from', 'exile', 'and', 'the', 'personal', 'redemption', 'achieved', 'when', 'a', 'person', 'refines', 'his', 'character', 'traits', ',', 'although', 'there', 'is', 'no', 'source', 'for', 'this', 'in', 'the', 'Talmud', '.']",person,his,18,20,male,-1,2,1,wikipedia,21
21074,"Writer Miroslav Krleža wrote about human losses before Christmas of 1915 in his book "" Zastave "" ( Flags ) ( quoting credible news reports ) : :","['Writer', 'Miroslav', 'Krleža', 'wrote', 'about', 'human', 'losses', 'before', 'Christmas', 'of', '1915', 'in', 'his', 'book', '""', 'Zastave', '""', '(', 'Flags', ')', '(', 'quoting', 'credible', 'news', 'reports', ')', ':', ':']",Writer,his,0,12,male,-1,12,1,wikipedia,15
21075,"The student who made the claim revoked his statement , saying it was false .","['The', 'student', 'who', 'made', 'the', 'claim', 'revoked', 'his', 'statement', ',', 'saying', 'it', 'was', 'false', '.']",student,his,1,7,male,-1,6,1,wikipedia,21
21076,"Each dancer threw one chair up to the top , with Usher already in hand with his own chair , with everyone following a set dance routine .","['Each', 'dancer', 'threw', 'one', 'chair', 'up', 'to', 'the', 'top', ',', 'with', 'Usher', 'already', 'in', 'hand', 'with', 'his', 'own', 'chair', ',', 'with', 'everyone', 'following', 'a', 'set', 'dance', 'routine', '.']",dancer,his,1,16,male,-1,15,1,wikipedia,14
21077,The author reports on the Separate Arch System ( SAS ) he has devised by adapting basic Begg Technique concepts in the light of his clinical experiences .,"['The', 'author', 'reports', 'on', 'the', 'Separate', 'Arch', 'System', '(', 'SAS', ')', 'he', 'has', 'devised', 'by', 'adapting', 'basic', 'Begg', 'Technique', 'concepts', 'in', 'the', 'light', 'of', 'his', 'clinical', 'experiences', '.']",author,he,1,11,male,-1,10,2,pubmed,4
21078,The author noted in an interview that he agreed with Robert Crumb ' s observation that the Thirties was the pinnacle of American culture .,"['The', 'author', 'noted', 'in', 'an', 'interview', 'that', 'he', 'agreed', 'with', 'Robert', 'Crumb', ""'"", 's', 'observation', 'that', 'the', 'Thirties', 'was', 'the', 'pinnacle', 'of', 'American', 'culture', '.']",author,he,1,7,male,-1,6,1,wikipedia,4
21079,"The author , basing his conclusions on an experience of 491 deliveries and a review of the most recent literature , comes to the conclusion that the problem of breech delivery can be considered thus : It is not properly described as a dystocic delivery , but it is a high risk delivery with an outcome that is always uncertain .","['The', 'author', ',', 'basing', 'his', 'conclusions', 'on', 'an', 'experience', 'of', '491', 'deliveries', 'and', 'a', 'review', 'of', 'the', 'most', 'recent', 'literature', ',', 'comes', 'to', 'the', 'conclusion', 'that', 'the', 'problem', 'of', 'breech', 'delivery', 'can', 'be', 'considered', 'thus', ':', 'It', 'is', 'not', 'properly', 'described', 'as', 'a', 'dystocic', 'delivery', ',', 'but', 'it', 'is', 'a', 'high', 'risk', 'delivery', 'with', 'an', 'outcome', 'that', 'is', 'always', 'uncertain', '.']",author,his,1,4,male,-1,3,1,pubmed,17
21080,"Furthermore , Hiller was a teacher who encouraged musical education for women , his pupils including Elisabeth Mara and Corona Schröter .","['Furthermore', ',', 'Hiller', 'was', 'a', 'teacher', 'who', 'encouraged', 'musical', 'education', 'for', 'women', ',', 'his', 'pupils', 'including', 'Elisabeth', 'Mara', 'and', 'Corona', 'Schröter', '.']",teacher,his,5,13,male,-1,8,1,wikipedia,20
21081,"During the same period ( around 1589–1600 ) another English writer , Richard Hakluyt , described a voyage by John Lok to Guinea , where he found "" people without heads , called Blemines , having their eyes and mouth in their breast . ""","['During', 'the', 'same', 'period', '(', 'around', '1589–1600', ')', 'another', 'English', 'writer', ',', 'Richard', 'Hakluyt', ',', 'described', 'a', 'voyage', 'by', 'John', 'Lok', 'to', 'Guinea', ',', 'where', 'he', 'found', '""', 'people', 'without', 'heads', ',', 'called', 'Blemines', ',', 'having', 'their', 'eyes', 'and', 'mouth', 'in', 'their', 'breast', '.', '""']",writer,he,10,25,male,-1,15,1,wikipedia,18
21082,"Baranovsky and Khlebnikova noted that by the end of the twentieth century , Ažbe the creator has become a myth , just like Ažbe the person became a legend after his death .","['Baranovsky', 'and', 'Khlebnikova', 'noted', 'that', 'by', 'the', 'end', 'of', 'the', 'twentieth', 'century', ',', 'Ažbe', 'the', 'creator', 'has', 'become', 'a', 'myth', ',', 'just', 'like', 'Ažbe', 'the', 'person', 'became', 'a', 'legend', 'after', 'his', 'death', '.']",person,his,25,30,male,-1,5,1,wikipedia,14
21083,""" Confined and restricted to one section of the country , the North - East area among the Tangkhul Nagas , Headquarters of the past and still practiced in the outlying and frontier villages , the writer and his wife at their own risk according to Government order from 1896 to 1918 made the largest and most important village of the tribe Ukhrul , their headquarters "" .","['""', 'Confined', 'and', 'restricted', 'to', 'one', 'section', 'of', 'the', 'country', ',', 'the', 'North', '-', 'East', 'area', 'among', 'the', 'Tangkhul', 'Nagas', ',', 'Headquarters', 'of', 'the', 'past', 'and', 'still', 'practiced', 'in', 'the', 'outlying', 'and', 'frontier', 'villages', ',', 'the', 'writer', 'and', 'his', 'wife', 'at', 'their', 'own', 'risk', 'according', 'to', 'Government', 'order', 'from', '1896', 'to', '1918', 'made', 'the', 'largest', 'and', 'most', 'important', 'village', 'of', 'the', 'tribe', 'Ukhrul', ',', 'their', 'headquarters', '""', '.']",writer,his,36,38,male,-1,2,1,wikipedia,20
21084,"A "" rational "" person would dump his partner as soon as he found a better partnership .","['A', '""', 'rational', '""', 'person', 'would', 'dump', 'his', 'partner', 'as', 'soon', 'as', 'he', 'found', 'a', 'better', 'partnership', '.']",person,his,4,7,male,-1,3,2,wikipedia,21
21085,What Lucy and the director are unaware of — but what the script clerk realizes to his shock — is that the tonic contains 23 % alcohol .,"['What', 'Lucy', 'and', 'the', 'director', 'are', 'unaware', 'of', '—', 'but', 'what', 'the', 'script', 'clerk', 'realizes', 'to', 'his', 'shock', '—', 'is', 'that', 'the', 'tonic', 'contains', '23', '%', 'alcohol', '.']",clerk,his,13,16,male,-1,3,1,wikipedia,14
21086,"Although his primacy was subsequently challenged by a student , it is now known that Johann Georg Wirsüng , the prosector of Padua , Italy , discovered the human pancreatic duct in 1642 during the dissection of an executed murderer .","['Although', 'his', 'primacy', 'was', 'subsequently', 'challenged', 'by', 'a', 'student', ',', 'it', 'is', 'now', 'known', 'that', 'Johann', 'Georg', 'Wirsüng', ',', 'the', 'prosector', 'of', 'Padua', ',', 'Italy', ',', 'discovered', 'the', 'human', 'pancreatic', 'duct', 'in', '1642', 'during', 'the', 'dissection', 'of', 'an', 'executed', 'murderer', '.']",student,his,8,1,male,-1,7,1,pubmed,17
21087,"Yet another pentito , Rosario Naimo , who started to collaborate with the Italian authorities after his arrest in October 2010 , said that the journalist was killed because of his investigative reporting that damaged the Mafia .","['Yet', 'another', 'pentito', ',', 'Rosario', 'Naimo', ',', 'who', 'started', 'to', 'collaborate', 'with', 'the', 'Italian', 'authorities', 'after', 'his', 'arrest', 'in', 'October', '2010', ',', 'said', 'that', 'the', 'journalist', 'was', 'killed', 'because', 'of', 'his', 'investigative', 'reporting', 'that', 'damaged', 'the', 'Mafia', '.']",journalist,his,25,30,male,-1,5,2,wikipedia,1
21088,"His brother , Earl , became a biology teacher and his sister , Frances , married the ichthyologist Robert Rush Miller .","['His', 'brother', ',', 'Earl', ',', 'became', 'a', 'biology', 'teacher', 'and', 'his', 'sister', ',', 'Frances', ',', 'married', 'the', 'ichthyologist', 'Robert', 'Rush', 'Miller', '.']",teacher,his,8,10,male,-1,2,2,wikipedia,20
21089,is a former Shorinji Kempo instructor who was expelled from his temple after getting involved in too many fights .,"['is', 'a', 'former', 'Shorinji', 'Kempo', 'instructor', 'who', 'was', 'expelled', 'from', 'his', 'temple', 'after', 'getting', 'involved', 'in', 'too', 'many', 'fights', '.']",instructor,his,5,10,male,-1,5,1,wikipedia,1
21090,"In August 2009 he was again appointed permanent secretary at the Ministry of Education , where he helped end a three-month strike .","['In', 'August', '2009', 'he', 'was', 'again', 'appointed', 'permanent', 'secretary', 'at', 'the', 'Ministry', 'of', 'Education', ',', 'where', 'he', 'helped', 'end', 'a', 'three', '-', 'month', 'strike', '.']",secretary,he,8,16,male,-1,8,2,wikipedia,2
21091,It gives a personal and historical perspective on the research performed by the author and his colleagues during the development and pursuit of the model of ' missing-self recognition ' for natural killer ( NK ) cells .,"['It', 'gives', 'a', 'personal', 'and', 'historical', 'perspective', 'on', 'the', 'research', 'performed', 'by', 'the', 'author', 'and', 'his', 'colleagues', 'during', 'the', 'development', 'and', 'pursuit', 'of', 'the', 'model', 'of', ""'"", 'missing', '-', 'self', 'recognition', ""'"", 'for', 'natural', 'killer', '(', 'NK', ')', 'cells', '.']",author,his,13,15,male,-1,2,1,pubmed,20
21092,"On the show golf mention in the book the wiki links to -LRB- well , the amazon details of it -RRB- , in the front matter the author describes that he was an avid shoe golfer before he cared for teh real thing , and also describes the rules to shoe golf around page 60 -LRB- and those of frisbee golf too -RRB- .","['On', 'the', 'show', 'golf', 'mention', 'in', 'the', 'book', 'the', 'wiki', 'links', 'to', '-LRB-', 'well', ',', 'the', 'amazon', 'details', 'of', 'it', '-RRB-', ',', 'in', 'the', 'front', 'matter', 'the', 'author', 'describes', 'that', 'he', 'was', 'an', 'avid', 'shoe', 'golfer', 'before', 'he', 'cared', 'for', 'teh', 'real', 'thing', ',', 'and', 'also', 'describes', 'the', 'rules', 'to', 'shoe', 'golf', 'around', 'page', '60', '-LRB-', 'and', 'those', 'of', 'frisbee', 'golf', 'too', '-RRB-', '.']",author,he,27,30,male,-1,3,2,wikipedia,4
21093,"In December 2014 , however , the administrator announced his retirement from social media .","['In', 'December', '2014', ',', 'however', ',', 'the', 'administrator', 'announced', 'his', 'retirement', 'from', 'social', 'media', '.']",administrator,his,7,9,male,-1,2,1,wikipedia,21
21094,Author says on article talk page that he will rewrite it - I have directed him to the temporary page link from the covering template .,"['Author', 'says', 'on', 'article', 'talk', 'page', 'that', 'he', 'will', 'rewrite', 'it', '-', 'I', 'have', 'directed', 'him', 'to', 'the', 'temporary', 'page', 'link', 'from', 'the', 'covering', 'template', '.']",Author,he,0,7,male,-1,7,2,wikipedia,4
21095,"However , a person serving as an elected public official in Nevada may not have his name listed on a law firm letterhead , and Goodman removed his name under protest after several newspaper articles noted the infraction .","['However', ',', 'a', 'person', 'serving', 'as', 'an', 'elected', 'public', 'official', 'in', 'Nevada', 'may', 'not', 'have', 'his', 'name', 'listed', 'on', 'a', 'law', 'firm', 'letterhead', ',', 'and', 'Goodman', 'removed', 'his', 'name', 'under', 'protest', 'after', 'several', 'newspaper', 'articles', 'noted', 'the', 'infraction', '.']",person,his,3,15,male,-1,12,2,wikipedia,21
21096,"The 27th article of war stated that ' no person shall sleep upon his watch , or negligently perform his duty , or forsake his station , on pain of death , or such punishment as a court - martial shall think fit to inflict . '","['The', '27th', 'article', 'of', 'war', 'stated', 'that', ""'"", 'no', 'person', 'shall', 'sleep', 'upon', 'his', 'watch', ',', 'or', 'negligently', 'perform', 'his', 'duty', ',', 'or', 'forsake', 'his', 'station', ',', 'on', 'pain', 'of', 'death', ',', 'or', 'such', 'punishment', 'as', 'a', 'court', '-', 'martial', 'shall', 'think', 'fit', 'to', 'inflict', '.', ""'""]",person,his,9,13,male,-1,4,3,wikipedia,14
21097,"Cunningham became known for his choice of hat which , according to the journalist himself via Twitter , is from "" Pakistan 's tribal areas "" .","['Cunningham', 'became', 'known', 'for', 'his', 'choice', 'of', 'hat', 'which', ',', 'according', 'to', 'the', 'journalist', 'himself', 'via', 'Twitter', ',', 'is', 'from', '""', 'Pakistan', ""'s"", 'tribal', 'areas', '""', '.']",journalist,himself,13,14,male,-1,1,2,wikipedia,10
21098,A Tibet-born person wrote that he did not know the story .,"['A', 'Tibet', '-', 'born', 'person', 'wrote', 'that', 'he', 'did', 'not', 'know', 'the', 'story', '.']",person,he,4,7,male,-1,3,1,wikipedia,4
21099,"Движение за права и свободи : in Turkish : Hak ve Özgürlükler Hareketi ) in Varna , headed by Ahmed Dogan , though a former Bulgarian communist agent himself , his main philosophy was against the communist regime .","['Движение', 'за', 'права', 'и', 'свободи', ':', 'in', 'Turkish', ':', 'Hak', 've', 'Özgürlükler', 'Hareketi', ')', 'in', 'Varna', ',', 'headed', 'by', 'Ahmed', 'Dogan', ',', 'though', 'a', 'former', 'Bulgarian', 'communist', 'agent', 'himself', ',', 'his', 'main', 'philosophy', 'was', 'against', 'the', 'communist', 'regime', '.']",agent,himself,27,28,male,-1,1,2,wikipedia,10
21100,"Allmusic writer David Jeffries complimented The Game on his lyrics stating that "" when the rapper refers to his woman as "" beautiful as an Eli Manning pass , "" it 's just one of the reasons the feel - good "" Touchdown "" is a highlight . ""","['Allmusic', 'writer', 'David', 'Jeffries', 'complimented', 'The', 'Game', 'on', 'his', 'lyrics', 'stating', 'that', '""', 'when', 'the', 'rapper', 'refers', 'to', 'his', 'woman', 'as', '""', 'beautiful', 'as', 'an', 'Eli', 'Manning', 'pass', ',', '""', 'it', ""'s"", 'just', 'one', 'of', 'the', 'reasons', 'the', 'feel', '-', 'good', '""', 'Touchdown', '""', 'is', 'a', 'highlight', '.', '""']",writer,his,1,8,male,-1,7,2,wikipedia,15
21101,S. Ilakuvan ( 1910–1973 ) was a Tamil college teacher who was imprisoned in 1965 for his participation in the anti - Hindi agitations .,"['S.', 'Ilakuvan', '(', '1910–1973', ')', 'was', 'a', 'Tamil', 'college', 'teacher', 'who', 'was', 'imprisoned', 'in', '1965', 'for', 'his', 'participation', 'in', 'the', 'anti', '-', 'Hindi', 'agitations', '.']",teacher,his,9,16,male,-1,7,1,wikipedia,1
21102,"In his despair , the baker becomes heartbroken and can no longer bake .","['In', 'his', 'despair', ',', 'the', 'baker', 'becomes', 'heartbroken', 'and', 'can', 'no', 'longer', 'bake', '.']",baker,his,5,1,male,-1,4,1,wikipedia,14
21103,"Canadian author Hugh Hood mentions Williamstown in his short story "" Getting to Williamstown , "" first published in 1928 .","['Canadian', 'author', 'Hugh', 'Hood', 'mentions', 'Williamstown', 'in', 'his', 'short', 'story', '""', 'Getting', 'to', 'Williamstown', ',', '""', 'first', 'published', 'in', '1928', '.']",author,his,1,7,male,-1,6,1,wikipedia,15
21104,"The MSU student association also called for his removal , and multiple petitions were circulated , including a counter - petition .","['The', 'MSU', 'student', 'association', 'also', 'called', 'for', 'his', 'removal', ',', 'and', 'multiple', 'petitions', 'were', 'circulated', ',', 'including', 'a', 'counter', '-', 'petition', '.']",student,his,2,7,male,-1,5,1,wikipedia,15
